ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
-qcTD2o6I9s,30,40,"/m/026z9,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n,/m/0ggx5q,/m/0glt670","['techno/pop', 'digital drums', 'synth lead', 'organ', 'pad sounds', 'male voice singing/rapping', 'backing vocals', 'fast tempo']","The kick is playing on every beat along with a fast paced high hat and a snare sound. The digital bass is adding some spice and sounds overdriven. Pad sounds can be heard in the background while a synth lead sound is playing a simple repetitive melody. A male voice is rapping/singing. A lot of backing vocals with delay are adding energy to the mix. This song may be playing in a car.",6,False,True
-r2-9oyIzkQ,30,40,"/m/04rlf,/t/dd00003","['romance', 'wide background crowd screaming', 'electric guitar lick', 'emotional piano chord progression', 'passionate male vocal', 'low tom roll', 'soft crash cymbal', 'heartfelt', 'romantic', 'emotional', 'passionate']","The Romance song features an electric guitar lick, low toms roll and soft crash cymbal, followed by emotional piano chord progression and wide background crowd screams, as the passionate male vocal sings over it. Judging by the crowd sound effect, it seems that this is a live performance. Sounds emotional, passionate, heartfelt and romantic.",4,False,True
-r7iz-9v9bA,30,40,"/m/04rlf,/t/dd00037","['opera song', 'symphonic', 'female voice', 'string section', 'bass', 'muted guitar', 'fantasy song', 'slow tempo']","This song features a female voice singing in opera style using only vocables and no words. This is accompanied by violins playing eighth note patterns that change according to the chords being played. The bass follows the root notes of the chords. A muted guitar or string instrument plays arpeggiated chords. This song can be played in a fantasy game.",0,False,False
-sRFfU8k0Zs,90,100,"/m/04rlf,/t/dd00037","['movie music', 'arabic', 'instrumental', 'clarinet', 'sound effects', 'knives', 'horror', 'terrifying', 'ominous', 'hopeless']","This is an Arabic movie music piece. It is an instrumental piece. There is a clarinet playing a vague melody. The sound of knives being rubbed against one another can be heard. There is an ominous, terrifying atmosphere. This piece could be used in the soundtrack of a horror movie to imply the feeling of hopelessness.",9,False,False
-tKZOl4q1Kw,20,30,"/m/02lkt,/m/04rlf","['high pitched synth', 'riser', 'fuzzy synth', 'motif', 'synth melody']","The clip just contains a high pitched synth melody. The motif keeps going higher in pitch, and then eventually a riser comes in. The combination of these two factors creates a sense of build-up to a climactic moment.",3,False,True
-taO6N-rxv4,30,40,"/m/04rlf,/m/07swgks","['rock music', 'tutorial', 'electric guitar', 'acoustic drums', 'sound effects', 'underwater', 'loud', 'generic', 'common sounding']","This is a rock music piece playing in the background of a tutorial video. There is an electric guitar playing a simple tune as the lead while another provides a rhythmic backing by playing the same note repeatedly in rapid procession. There is an acoustic drum beat playing. There are water sound effects related to the video. The piece has a generic feeling. It does not evoke much excitement. It could be used as a jingle for an advertisement or in the background of an instructive video.",9,False,True
-tpq_bzSKes,10,20,"/m/0140xf,/m/01c194,/m/04rlf","['parole', 'strings', 'upright bass', 'harp', 'male deep voice singing']","This composition contains an upright bass playing softly along to a harp and strings playing a melody while a male deep voice is softly singing a melody sounding like telling a story. The song sounds like it was made for Christmas. This song may be playing at home having dinner with the whole family.",6,False,True
-uaTK8sa5Ms,10,20,"/m/018j2,/m/04rlf","['country', 'banjo', 'acoustic piano', 'violin', 'upright bass', 'uptempo']","An acoustic drum set is playing a 16th note rhythm using the edge of his snare and a hihat sound opening and closing. A banjo is playing a fast melody along with a violin/viola playing the same melody. An upright bass is playing a walking bassline. This song may be playing in a funny tv-show.",6,False,True
-v5hgCh3M2w,30,40,"/m/04rlf,/t/dd00034","['soft rock', 'passionate female vocal', 'wide electric guitar melody', 'punchy snare', 'shimmering hi hats', 'soft kick hits', 'groovy bass guitar', 'sad', 'emotional', 'passionate']","The Soft Rock song features a passionate female vocalist singing over a wide electric guitar melody, punchy snare, soft kick hits, groovy bass guitar and shimmering hi-hats. It sounds sad, emotional and passionate - like something you would listen to on a day you are feeling down.",4,False,False
-w12aSkQ9No,30,40,"/m/01lyv,/m/04rlf,/m/05lls","['female vocalist', 'slow tempo', 'soprano', 'intense cello', 'beseeching', 'imploring', 'classical music', 'western classical', 'opera singer', 'violins', 'brass band', 'story telling', 'passionate', 'emotional', 'pleading', 'opera', 'orchestra', 'lilting melody', 'expressive vocals', 'emphatic vocals', 'ethereal', 'high notes', 'harp']","A female vocalist sings this soprano solo. The tempo is slow with a classic orchestral accompaniment of violin harmony, an intense incessant cello melody, brass instrument and organ. The song is an intense, emotional, beseeching, sad, and imploring classic opera .",7,False,True
-w8maIWtnUk,30,40,"/m/01b9nn,/m/01jnbd,/m/02rr_,/m/02sgy,/m/04rlf","['instrumental', 'jam', 'electric guitar', 'clean sound', 'effect pedal', 'echo', 'dreamy', 'trippy']","This is an instrumental jam recording of a gear showcase. There is an electric guitar with a clear sound being played with an echo pedal. It gives the recording a dreamy feeling. This track can be used to lift guitar samples with effect for a beat.",9,False,True
-wVWjl9Kq6U,240,250,"/m/0155w","['instrumental', 'medium tempo', 'electric guitar lead', 'ambient', 'steady drumming', 'groovy bass line', 'trumpets', 'melodic', 'pleasant', 'funky', 'groovy', 'soft rock', 'pop rock', 'funk rock', 'youthful', 'atmospheric', 'brass band', 'soul', 'neo soul', 'soothing', 'rhythmic acoustic guitar']","This music is a melodic instrumental. The tempo is medium  with a captivating electric guitar lead, rhythmic acoustic guitar, funky bass line, keyboard accompaniment, steady drumming and trumpets. The music is soothing, atmospheric, euphonious, youthful, and soulful. This instrumental is a Soft Rock/Funk pop.",7,False,False
-wymN80CiYU,130,140,"/m/04rlf,/t/dd00031","['male singer', 'backup singers', 'guitar lead', 'medium tempo', 'steady drumming rhythm', 'string section playing rhythmically', 'cymbals crashing', 'slick percussion clicks', 'strong bass line', 'keyboard harmony', 'modern pop hits', 'emotional', 'romantic', 'together for ever', 'iâ€™m sorry', 'forgive me', 'love song', 'poor audio quality', 'heartfelt', 'vocal harmony', 'clapping percussions']","A male singer sings this beautiful melody with backup singers in vocal harmony. The song is medium tempo with a percussive string section, strong bass line, guitar lead, steady drumming rhythm , keyboard accompaniment and various percussion clicks. The song is emotional and romantic. The song is of poor audio quality.",1,True,True
-zOybsEdM5E,100,110,"/m/02p0sh1,/m/04rlf","['cow bells', 'flute', 'ambiance', 'nature sounds', 'soothing', 'mystical', 'whistling wind blowing']","This is a calm type of song which features a flute being intricately played on top of the various instruments. There is a violin creating a sustained tone underneath. The music feels mystical and enchanting.",3,False,False
0-7PyzhzuYQ,30,40,"/m/016cjb,/m/02w4v,/m/0326g,/m/04rlf,/m/0dq0md,/m/0g293,/m/0gg8l","['bluegrass', 'no singer', 'instrumental', 'banjo', 'mandolin', 'acoustic guitar', 'playful', 'joyful', 'uplifting', 'easygoing', 'rural', 'pastoral']","This is a bluegrass music piece. There is a mandolin playing the main tune as the lead while a banjo and an acoustic guitar are supporting it in the melodic background. There is a joyful feeling to this piece. It could be used in the soundtrack of a movie or a TV show with a rural setting. It could also be used in the background of pastoral social media content.",9,False,True
00M9FhCet6s,100,110,"/m/015lz1,/m/04rlf,/m/06rqw","[""children's song"", 'male voice', 'guitar', 'percussion', 'bass', 'happy song', 'keyboard', 'backing voices', 'dance song for children', 'moderate tempo']","This children's song features a male voice singing the main melody. There are other voices singing backing vocals. This is accompanied by percussion playing a simple beat. A guitar strums the chords accenting the strums in between lines. The bass plays the root notes of the chords with a reggae feel. The keyboards play chords in the background. This song can be played at a children's party.",0,False,False
01PzcPKT3_E,30,40,"/m/01kcd,/m/07c6l","['jazz', 'saxophone solo melody', 'shimmering shakers', 'tinny metallic percussions', 'mellow sustained brass melody', 'passionate', 'emotional', 'soulful']","The Jazz song features a saxophone solo melody played over shimmering shakers, tinny metallic percussions and mellow sustained brass melody. It sounds passionate, emotional and soulful.",4,False,False
01hjVJN9xCg,30,40,"/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00006","['low fidelity recording', 'gospel', 'choir', 'piano', 'group vocals', 'female singer', 'male rapper', 'busy kick pattern', 'finger snaps', 'slow tempo', 'hopeful', 'spiritual']","A low fidelity recording of a gospel choir with group vocals, a female singer, a male rapper, piano, a busy kick pattern, finger snaps and a slow tempo. The mood is hopeful and spiritual.",8,False,False
0298WjE3_tk,20,30,"/m/04rlf,/t/dd00036","['female vocals', 'death metal music', 'bad sound quality', 'female chanting sounds', 'fast tempo', 'groovy drumming rhythm', 'distorted guitar rhythm', 'percussive bass line', 'groovy guitar rhythm', 'keyboard accompaniment', 'new age', 'enlightening', 'nirvana', 'game soundtrack', 'anime show', 'exciting', 'energetic', 'passionate', 'techno dance rhythm']","A female singer sings and chants with Emily. The tempo is fast with a quick drumming rhythm, percussive bass line, strong drumming rhythm and keyboard accompaniment. The song is exciting  and energetic. The song is an anime show soundtrack.",1,False,False
02Qntw26enM,90,100,"/m/04rlf,/m/07kc_,/t/dd00125","['classical', 'amateur recording', 'theremin', 'acoustic piano', 'medium to uptempo']","This audio contains a theremin playing a melody in the higher register along to an acoustic piano recording in the background. This song may be practicing theremin playing along with a backing track.",6,False,False
03frQGyrgQ4,30,40,"/m/04rlf,/m/07kc_","['theremin', 'emotional', 'guitar accompaniment', 'poor audio quality', 'romantic', 'love song', 'endless love', 'forever together', 'ambient noises', 'youtube music video', 'beautiful love', 'pure and innocent', 'live performance', 'live audience', 'melancholic music', 'instrumental music', 'slow tempo', 'emotional', 'sad']","The song is an instrumental. The song is in slow tempo with a theremin playing a melancholic melody with a guitar accompaniment. The song is emotional and lilting. The audio quality is poor.",1,False,False
04NjXsLyCl4,30,40,"/m/04rlf,/m/07qn4z3","['r&b', 'e-guitar sound', 'cymbals', 'digital drums', 'chimes', 'slow tempo', 'amateur recording']","A loud cymbal sound is opening the space for a digital drum playing a simple groove when an e-guitar-like sound comes in and plays a melody on top. This is an amateur recording. This song may be playing in a sensual movie scene.",6,False,True
